 000040000021-1123.A                               ARKANSAS JURISDICTION                   05-FEB-971996-2007                                             000000009.95
 000040003947-11-902.C                             TULSA COUNTY COURT                      29-APR-032001-2211                                             000000000.98
 000040004521-652                                  JACKSON COUNTY COURT                    17-JUL-012001-2                                                000000004.76
 000040004557-21                                   JACKSON COUNTY COURT                    31-JAN-082008-5                                                000000005.00
 000040004557-21                                   JACKSON COUNTY COURT                    31-JAN-082008-5                                   000000001.75 000000003.25
 000040004921-1435                                 TULSA COUNTY COURT                      27-AUG-012001-697                                 000000003.00
 000040005221-1123.A                               TULSA COUNTY COURT                      21-JUN-012001-516                                              000000008.00
 000040005221-1592                                 TULSA COUNTY COURT                      16-FEB-052004-3338                                000000004.00
 000040005210-7115                                 TULSA COUNTY COURT                      29-APR-0501-516                                   000000008.00
 000040005621-1454                                 OKLAHOMA COUNTY COURT                   27-JUN-012001-1770                                             000000002.00
 000040005621-1454                                 OKLAHOMA COUNTY COURT                   07-MAR-022001-1770                                             000000005.00
 000040005621-1713                                 OKLAHOMA COUNTY COURT                   07-MAR-022001-6504                                             000000005.00
 000040005621-1289.18                              OKLAHOMA COUNTY COURT                   07-MAR-022001-6504                                             000000005.00
 000040005663-2-401                                OKLAHOMA COUNTY COURT                   07-MAR-022001-6504
 000040005847-11-902                               TEXAS JURISDICTION                      11-JUN-01TX01-3405                                             000000001.50
 000040005947-4-102                                ROGERS COUNTY COURT                     01-MAR-012000-455                                              000000005.00
 000040005947-4-102                                OKMULGEE COUNTY COURT OKMULGEE          10-MAY-012000-241                                              000000002.00
 000040005947-4-102                                OKMULGEE COUNTY COURT OKMULGEE          10-MAY-012000-241                                              000000002.00
 000040006963-2-402                                TULSA COUNTY COURT                      28-MAR-022001-1349                                000000003.00
 000040006963-2-402                                TULSA COUNTY COURT                      28-MAR-022001-3986                                000000003.00
 000040006921-791                                  TULSA COUNTY COURT                      28-MAR-022001-7173                                000000003.00 000000004.00
 000040006947-4-103                                TULSA COUNTY COURT                      06-MAY-022002-1396                                000000003.00 000000002.00
 000040006921-1431                                 TULSA COUNTY COURT                      06-MAY-022002-1396                                000000003.00 000000004.00
 000040006921-1713                                 TULSA COUNTY COURT                      06-MAY-022002-1396                                000000003.00 000000000.00
 000040006921-1435                                 TULSA COUNTY COURT                      06-MAY-022002-1396                                000000003.00 000000004.00
 000040006947-4-103                                TULSA COUNTY COURT                      06-MAY-022002-1396                                000000003.00 000000002.00
 000040006963-2-402                                TULSA COUNTY COURT                      28-MAR-032001-3986                                             000000003.00
 000040006921-798                                  TULSA COUNTY COURT                      28-MAR-032001-7173                                             000000004.51
 000040006963-2-402.B2                             TULSA COUNTY COURT                      28-MAR-032001-1349                                             000000003.00
 000040006947-4-103                                TULSA COUNTY COURT                      28-MAR-032002-1396                                             000000002.51
 000040006921-1431                                 TULSA COUNTY COURT                      28-MAR-032002-1396                                             000000004.51
 000040006921-1713                                 TULSA COUNTY COURT                      28-MAR-032002-1396                                             000000002.51
 000040006921-1435                                 TULSA COUNTY COURT                      28-MAR-032002-1396                                             000000004.51
 000040006947-4-103                                TULSA COUNTY COURT                      28-MAR-032002-1396                                             000000002.51
 000040008863-2-402                                TULSA COUNTY COURT                      18-JUN-012001-922                                              000000002.00
 000040008863-2-402                                TULSA COUNTY COURT                      26-APR-022001-922                                 000000002.00
 000040008863-2-402                                TULSA COUNTY COURT                      24-DEC-022001-922                                              000000000.28
 000040008863-2-402                                TULSA COUNTY COURT                      15-JAN-152014-4731                                             000000004.00
 000040008821-440                                  TULSA COUNTY COURT                      23-APR-182018-0296                                             000000003.00
 000040009263-2-402                                ATOKA COUNTY COURT                      24-APR-012001-31
 000040009263-2-402                                ATOKA COUNTY COURT                      24-JUN-032001-31                                               000000005.00
 000040009263-2-402                                BRYAN COUNTY COURT                      02-FEB-042003-128                                              000000002.00
 000040009463-2-402                                OTTAWA COUNTY COURT                     22-JUN-012001-168                                              000000002.00
 000040009463-2-402                                OTTAWA COUNTY COURT                     17-JAN-032001-168                                              000000010.00
 000040009463-2-402.B2                             OTTAWA COUNTY COURT                     17-JAN-032001-168                                              000000010.00
 000040009463-2-401                                OTTAWA COUNTY COURT                     16-JAN-132002-146                                              000000010.00
 000040009463-2-402                                OTTAWA COUNTY COURT                     16-JAN-132002-146                                              000000010.00
 000040009410-7115ST                               OTTAWA COUNTY COURT                     05-OCT-052005-318                                 000000020.00
 000040009463-2-402                                OTTAWA COUNTY COURT                     05-OCT-052005-319                                 000000020.00
 000040009463-2-402.B1                             OTTAWA COUNTY COURT                     05-OCT-052001-168R                                000000010.00
 000040009463-2-402.B2                             OTTAWA COUNTY COURT                     05-OCT-052001-168R                                000000010.00
 000040009563-2-402                                ROGERS COUNTY COURT                     02-JUL-012000-498                                              000000002.50
 000040009563-2-402                                ROGERS COUNTY COURT                     02-JUL-012000-498                                              000000002.50
 000040009563-2-402                                ROGERS COUNTY COURT                     02-JUL-012000-498                                 000000001.00 000000001.50
 000040009563-2-328                                ROGERS COUNTY COURT                     02-JUL-012000-498                                 000000001.00 000000001.50
 000040009621-1704                                 GARVIN COUNTY COURT                     28-SEP-012001-88                                  000000005.00
 000040009621-1704                                 GARVIN COUNTY COURT                     28-SEP-012001-89                                  000000005.00
 000040009621-1704                                 GARVIN COUNTY COURT                     28-SEP-012001-90                                  000000005.00
 000040009659-1512                                 GARVIN COUNTY COURT                     28-SEP-012001-125                                 000000005.00
 000040009621-1704                                 GARVIN COUNTY COURT                     28-SEP-012001-139                                 000000005.00
 000040009621-1321.7                               GARVIN COUNTY COURT                     28-SEP-012001-140                                 000000005.00
 000040009621-1704                                 GARVIN COUNTY COURT                     28-SEP-012001-143                                 000000005.00
 000040009621-1321.7                               GARVIN COUNTY COURT                     28-SEP-012001-144                                 000000005.00
 000040009621-1541.2                               CRAIG COUNTY COURT                      05-NOV-0199-84                                    000000004.00 000000005.00
 000040009621-1704                                 GARVIN COUNTY COURT                     24-DEC-022001-89                                               000000000.85
 000040009621-1704                                 GARVIN COUNTY COURT                     24-DEC-022001-90                                               000000000.85
 000040009621-1704                                 GARVIN COUNTY COURT                     24-DEC-022001-88                                               000000000.85
 000040009621-1321.7                               GARVIN COUNTY COURT                     24-DEC-022001-144                                              000000000.85
 000040009621-1704                                 GARVIN COUNTY COURT                     24-DEC-022001-143                                              000000000.85
 000040009621-1321.7                               GARVIN COUNTY COURT                     24-DEC-022001-140                                              000000000.85
 000040009621-1704                                 GARVIN COUNTY COURT                     24-DEC-022001-139                                              000000000.85
 000040009659-1512                                 GARVIN COUNTY COURT                     24-DEC-022001-125                                              000000000.85
 000040009621-1544                                 CRAIG COUNTY COURT                      24-DEC-021999-84                                               000000000.85
 000040009621-1544                                 CRAIG COUNTY COURT                      05-NOV-011999-84                                               000000009.00
 000040009721-701.7                                COTTON COUNTY COURT                     07-JUN-011999-46                                  000008888.00
 000040009863-2-402                                PITTSBURG COUNTY COURT                  29-JUN-012001-222B                                             000000003.00
 000040009863-2-402                                PITTSBURG COUNTY COURT                  29-JUN-012001-222B                                             000000003.00
 000040009863-2-402                                PITTSBURG COUNTY COURT                  29-JUN-012001-222B                                             000000003.00
 000040009847-4-102                                ATOKA COUNTY COURT                      04-OCT-042004-73                                               000000002.00
 000040009847-4-102                                ATOKA COUNTY COURT                      05-DEC-072004-73                                  000000005.00
 000040009821-1550.28                              ATOKA COUNTY COURT                      05-DEC-072007-148                                 000000003.00
 000040009821-1541.1                               ATOKA COUNTY COURT                      05-DEC-072007-148                                 000000001.00
 000040009821-1541.1                               ATOKA COUNTY COURT                      05-DEC-072007-148                                 000000001.00
 000040009821-1541.1                               ATOKA COUNTY COURT                      05-DEC-072007-148                                 000000001.00
 000040009821-1705                                 PITTSBURG COUNTY COURT                  14-JAN-082007-464                                 000000005.00
 000040009863-2-402                                ATOKA COUNTY COURT                      25-JAN-072007-148                                              000000005.00
 000040009921-1115                                 COTTON COUNTY COURT                     21-MAY-012000-20                                  000000050.00
 000040009921-1115                                 COTTON COUNTY COURT                     21-MAY-012000-20                                  000000050.00
 000040010063-2-402                                COTTON COUNTY COURT                     18-JUN-012000-60                                  000000002.00 000000003.00
 000040010063-2-402                                COTTON COUNTY COURT                     29-APR-022000-60                                               000000004.14
 000040010063-2-402                                COTTON COUNTY COURT                     18-JUN-012000-60                                               000000005.00
